ID,Uid,age,sex,labor,repic_sid,best_weight,last_weight
882,883,25,女,中,667:2:300:531:94:691:195:338:700:95:73:481:97:456:1:923:900:812:827:940:624:644:118,10.0:23.0:319.0:10.0:10.0:10.0:10.0:62.0:10.0:10.0:23.0:131.0:82.0:208.0:102.0:40.0:163.0:13.0:10.0:48.0:15.0:9.0:10.0,10.0:41.0:172.0:10.0:81.0:35.0:231.0:10.0:10.0:11.0:64.0:330.0:11.0:10.0:46.0:40.0:298.0:10.0:10.0:40.0:10.0:10.0:11.0
883,884,37,女,中,813:884:871:1025:477:94:111:105:522:463:20:909:259:274:697:118:622,23.0:32.0:268.0:51.0:16.0:10.0:31.0:112.0:229.0:18.0:96.0:50.0:164.0:216.0:46.0:9.0:38.0,23.0:37.0:263.0:40.0:16.0:11.0:11.0:78.0:233.0:18.0:149.0:51.0:164.0:216.0:39.0:10.0:25.0
884,885,28,女,重,110:909:917:100:908:120:229:222:74:20:1055:620:873:901:697:693:729:463:469:850,69.0:21.0:10.0:30.0:18.0:25.0:32.0:365.0:137.0:13.0:75.0:10.0:208.0:92.0:28.0:10.0:10.0:190.0:159.0:13.0,10.0:10.0:10.0:90.0:30.0:25.0:39.0:262.0:22.0:128.0:75.0:10.0:181.0:118.0:33.0:10.0:10.0:9.0:340.0:10.0
885,886,35,男,中,809:920:120:108:116:620:681:789:475:576:109:95:444:691:984:195:899:40:7,18.0:40.0:9.0:50.0:17.0:9.0:10.0:9.0:17.0:210.0:9.0:78.0:123.0:17.0:39.0:406.0:297.0:68.0:42.0,22.0:50.0:15.0:10.0:10.0:10.0:16.0:10.0:10.0:10.0:82.0:10.0:331.0:10.0:40.0:401.0:299.0:96.0:52.0
886,887,37,女,中,908:185:643:213:136:822:1000:195:915:32:704:735:870:873:818:37:930:710:12:871:98:455:528,9.0:235.0:25.0:136.0:10.0:24.0:87.0:88.0:50.0:97.0:26.0:9.0:140.0:150.0:77.0:34.0:9.0:48.0:19.0:10.0:100.0:13.0:304.0,10.0:110.0:25.0:221.0:10.0:22.0:39.0:56.0:36.0:73.0:10.0:10.0:179.0:61.0:22.0:69.0:31.0:10.0:11.0:61.0:101.0:10.0:334.0
887,888,22,女,重,108:918:908:107:135:129:114:450:465:882:876:232:311:934:961:53:622:831:694:699,11.0:10.0:33.0:92.0:8.0:9.0:9.0:254.0:22.0:137.0:164.0:138.0:265.0:15.0:25.0:150.0:9.0:10.0:28.0:10.0,10.0:10.0:33.0:91.0:9.0:9.0:9.0:254.0:22.0:138.0:162.0:138.0:265.0:15.0:25.0:149.0:9.0:10.0:28.0:10.0
888,889,25,男,轻,461:871:94:112:466:915:267:940:674:122:7:870:105:97:688:947:444:199:925:909:680:635:620:856,62.0:150.0:9.0:9.0:91.0:24.0:166.0:60.0:57.0:36.0:112.0:150.0:105.0:21.0:55.0:10.0:196.0:135.0:16.0:10.0:71.0:19.0:61.0:81.0,331.0:197.0:9.0:9.0:9.0:26.0:84.0:26.0:10.0:9.0:154.0:102.0:80.0:9.0:10.0:27.0:9.0:376.0:10.0:10.0:10.0:9.0:9.0:41.0
889,890,26,女,中,928:885:667:945:629:1031:620:112:922:888:908:877:625:719:668:119:113:101:103:5:235:190:816:809:459,10.0:186.0:10.0:10.0:9.0:65.0:9.0:9.0:14.0:31.0:26.0:82.0:9.0:10.0:10.0:9.0:9.0:91.0:11.0:149.0:289.0:94.0:35.0:10.0:250.0,30.0:250.0:10.0:15.0:9.0:60.0:9.0:9.0:10.0:14.0:10.0:34.0:9.0:10.0:15.0:9.0:9.0:11.0:91.0:149.0:201.0:143.0:27.0:10.0:268.0
890,891,44,女,重,910:908:622:931:882:1040:868:870:1031:626:624:820:809:686:692:682:167:172:180:1:24:212:220:596:489:101,10.0:40.0:9.0:10.0:190.0:10.0:19.0:109.0:55.0:9.0:9.0:10.0:10.0:10.0:16.0:10.0:9.0:9.0:9.0:87.0:65.0:274.0:80.0:55.0:294.0:101.0,10.0:40.0:9.0:10.0:111.0:55.0:10.0:190.0:10.0:9.0:9.0:25.0:10.0:10.0:10.0:10.0:9.0:9.0:9.0:49.0:102.0:285.0:148.0:58.0:292.0:101.0
891,892,20,男,轻,92:815:967:621:508:627:935:911:573:446:100:881:199:943:201:910:276:908:129:122:694,150.0:59.0:9.0:9.0:82.0:91.0:9.0:9.0:234.0:10.0:100.0:301.0:72.0:116.0:311.0:120.0:116.0:9.0:50.0:9.0:10.0,151.0:17.0:11.0:9.0:10.0:9.0:11.0:10.0:326.0:10.0:100.0:300.0:219.0:19.0:145.0:31.0:10.0:10.0:9.0:9.0:23.0
892,893,22,男,重,877:186:220:195:854:852:951:840:870:885:125:750:450:483:662:629:99:919:916:8:11,243.0:23.0:317.0:84.0:10.0:22.0:40.0:10.0:45.0:9.0:10.0:32.0:273.0:77.0:15.0:10.0:101.0:40.0:10.0:13.0:139.0,241.0:23.0:317.0:84.0:10.0:22.0:40.0:10.0:46.0:11.0:10.0:32.0:273.0:77.0:15.0:10.0:101.0:40.0:10.0:12.0:140.0
893,894,43,女,中,96:909:832:157:885:1031:869:120:97:929:114:913:942:459:492:630:661:625:190:276:690:26,117.0:40.0:36.0:26.0:299.0:10.0:72.0:9.0:10.0:55.0:14.0:10.0:10.0:77.0:216.0:42.0:9.0:9.0:144.0:156.0:9.0:123.0,90.0:40.0:49.0:9.0:299.0:10.0:10.0:9.0:9.0:10.0:9.0:10.0:35.0:10.0:340.0:10.0:9.0:9.0:402.0:97.0:10.0:151.0
894,895,21,男,中,742:1:514:624:41:680:815:625:446:492:109:96:112:891:915:918:934:297,10.0:31.0:172.0:15.0:121.0:10.0:43.0:9.0:34.0:19.0:55.0:47.0:10.0:298.0:21.0:19.0:55.0:380.0,10.0:71.0:220.0:10.0:80.0:10.0:31.0:9.0:120.0:10.0:90.0:9.0:10.0:300.0:14.0:26.0:40.0:386.0
895,896,26,男,中,520:908:690:463:922:936:935:910:566:939:801:669:622:633:300:311:199:161:126:101:110:904:838:7:5,85.0:10.0:28.0:191.0:18.0:10.0:19.0:22.0:72.0:20.0:10.0:10.0:9.0:8.0:114.0:31.0:155.0:10.0:9.0:89.0:10.0:173.0:10.0:23.0:125.0,99.0:10.0:14.0:183.0:18.0:10.0:16.0:22.0:64.0:16.0:10.0:9.0:9.0:9.0:103.0:37.0:161.0:9.0:9.0:94.0:9.0:202.0:10.0:45.0:102.0
896,897,41,男,中,48:178:929:280:125:936:457:932:878:481:16:112:870:592:875:676:653:642:660:811:819:100:922,61.0:9.0:10.0:300.0:9.0:45.0:248.0:10.0:89.0:10.0:91.0:9.0:105.0:91.0:105.0:34.0:9.0:9.0:9.0:10.0:10.0:100.0:50.0,10.0:9.0:10.0:299.0:9.0:42.0:250.0:10.0:81.0:31.0:140.0:9.0:140.0:67.0:79.0:10.0:9.0:9.0:9.0:42.0:21.0:100.0:50.0
897,898,26,女,轻,869:812:921:106:707:943:908:689:935:809:670:94:111:12:11:302:190:200:151:112:488:465:889:878:647,10.0:10.0:10.0:10.0:10.0:34.0:40.0:25.0:10.0:10.0:10.0:80.0:10.0:82.0:66.0:20.0:369.0:60.0:15.0:10.0:107.0:93.0:112.0:102.0:9.0,10.0:10.0:10.0:11.0:10.0:34.0:40.0:25.0:10.0:10.0:10.0:81.0:11.0:86.0:65.0:20.0:369.0:60.0:15.0:10.0:107.0:93.0:100.0:108.0:10.0
898,899,34,男,中,471:340:2:8:249:146:149:933:492:198:940:929:466:112:849:620:631:628:723:917:921:872:107,24.0:13.0:86.0:72.0:225.0:9.0:9.0:51.0:160.0:146.0:16.0:9.0:164.0:9.0:56.0:9.0:10.0:9.0:14.0:9.0:43.0:300.0:83.0,10.0:10.0:76.0:72.0:106.0:9.0:9.0:10.0:271.0:297.0:10.0:43.0:69.0:9.0:10.0:9.0:9.0:9.0:65.0:23.0:27.0:300.0:101.0
899,900,28,男,轻,120:2:190:185:467:809:682:810:146:23:690:870:897:129:524:756:930:935:915:629:622:109,9.0:24.0:129.0:370.0:10.0:9.0:9.0:52.0:9.0:127.0:16.0:129.0:172.0:9.0:262.0:9.0:10.0:51.0:40.0:9.0:32.0:101.0,9.0:62.0:145.0:277.0:88.0:10.0:10.0:10.0:9.0:88.0:12.0:147.0:152.0:9.0:196.0:32.0:35.0:32.0:40.0:9.0:9.0:100.0
900,901,25,女,轻,870:929:98:587:123:193:812:127:824:1:29:104:94:945:350:962:12:620:625:670:911:921,300.0:36.0:11.0:243.0:9.0:95.0:10.0:9.0:10.0:50.0:25.0:82.0:11.0:10.0:307.0:10.0:77.0:9.0:9.0:36.0:40.0:10.0,300.0:35.0:10.0:243.0:9.0:95.0:10.0:9.0:10.0:50.0:25.0:81.0:10.0:10.0:308.0:10.0:73.0:9.0:9.0:36.0:40.0:10.0
901,902,19,女,中,185:238:477:200:94:448:531:932:930:120:675:685:890:888:903:642:916:922:920:45:814,299.0:101.0:330.0:98.0:143.0:10.0:10.0:46.0:10.0:25.0:16.0:10.0:158.0:96.0:41.0:10.0:10.0:15.0:15.0:108.0:40.0,218.0:271.0:103.0:10.0:100.0:237.0:10.0:10.0:55.0:14.0:18.0:11.0:49.0:190.0:62.0:11.0:10.0:30.0:10.0:149.0:11.0
902,903,31,女,轻,924:521:644:852:573:885:863:514:110:871:113:912:95:624:134:809:908:94:112:742:677:7:74:935:943:197,10.0:41.0:9.0:10.0:10.0:101.0:10.0:242.0:19.0:199.0:9.0:10.0:19.0:9.0:9.0:10.0:30.0:61.0:9.0:25.0:10.0:84.0:61.0:32.0:10.0:212.0,10.0:10.0:9.0:10.0:101.0:145.0:10.0:122.0:28.0:154.0:9.0:10.0:25.0:9.0:9.0:23.0:30.0:48.0:9.0:20.0:10.0:90.0:55.0:24.0:22.0:199.0
903,904,36,男,重,826:908:120:903:891:236:914:348:810:115:178:809:990:930:98:107:622:666:458:12:693,14.0:33.0:9.0:76.0:222.0:73.0:10.0:292.0:10.0:9.0:9.0:31.0:10.0:48.0:9.0:90.0:9.0:9.0:350.0:150.0:10.0,10.0:29.0:9.0:174.0:124.0:190.0:11.0:160.0:18.0:9.0:9.0:10.0:17.0:23.0:9.0:90.0:9.0:9.0:350.0:149.0:16.0
904,905,26,男,重,32:809:95:301:890:870:190:108:873:102:836:463:113:149:683:938:939:963:646:621:622:919,150.0:25.0:11.0:47.0:282.0:9.0:295.0:11.0:9.0:82.0:26.0:214.0:9.0:9.0:10.0:25.0:23.0:10.0:9.0:9.0:9.0:39.0,150.0:25.0:9.0:47.0:279.0:11.0:295.0:9.0:11.0:82.0:26.0:214.0:9.0:9.0:10.0:25.0:23.0:10.0:9.0:9.0:9.0:40.0
905,906,23,男,重,7:646:116:317:74:104:458:24:920:694:929:746:908:120:519:625:94:888:961:930:112:871:842,34.0:9.0:9.0:299.0:49.0:91.0:104.0:69.0:9.0:34.0:10.0:10.0:40.0:9.0:198.0:10.0:11.0:284.0:10.0:32.0:9.0:17.0:10.0,32.0:9.0:9.0:299.0:54.0:91.0:104.0:65.0:10.0:32.0:10.0:10.0:40.0:9.0:190.0:10.0:11.0:289.0:10.0:30.0:9.0:13.0:10.0
906,907,36,男,轻,908:738:937:672:659:810:641:121:929:178:784:446:466:557:930:835:164:224:213:899:18:96,45.0:10.0:10.0:10.0:8.0:10.0:9.0:9.0:36.0:9.0:10.0:9.0:331.0:9.0:10.0:35.0:9.0:171.0:219.0:203.0:145.0:100.0,41.0:10.0:10.0:10.0:9.0:26.0:9.0:9.0:33.0:9.0:10.0:267.0:74.0:10.0:10.0:10.0:9.0:127.0:198.0:181.0:149.0:101.0
907,908,35,男,轻,2:968:185:1:929:235:900:910:15:95:667:899:680:94:478:917:724:444:514:97:935:145:125:120:654:653:620:846,59.0:26.0:257.0:15.0:10.0:158.0:69.0:30.0:75.0:10.0:10.0:227.0:27.0:10.0:9.0:9.0:10.0:9.0:330.0:80.0:27.0:9.0:9.0:9.0:9.0:9.0:9.0:10.0,42.0:22.0:94.0:51.0:10.0:207.0:160.0:32.0:55.0:17.0:10.0:137.0:10.0:57.0:32.0:9.0:10.0:147.0:115.0:24.0:22.0:9.0:9.0:9.0:9.0:9.0:9.0:31.0
908,909,19,女,重,216:462:909:94:921:936:886:123:890:383:108:541:142:1052:908:815:871:4:2:1:101:652:710,144.0:61.0:10.0:11.0:10.0:10.0:90.0:10.0:153.0:238.0:81.0:280.0:10.0:54.0:29.0:55.0:60.0:39.0:66.0:47.0:11.0:15.0:15.0,248.0:260.0:9.0:47.0:30.0:40.0:233.0:10.0:13.0:142.0:10.0:90.0:10.0:32.0:9.0:25.0:55.0:9.0:77.0:63.0:43.0:16.0:41.0
909,910,41,男,重,668:119:891:699:498:667:112:880:461:444:901:913:2:914:1:15:909:145:194:1021:962:636:645:108:844:812,10.0:9.0:78.0:28.0:172.0:10.0:9.0:168.0:72.0:106.0:53.0:10.0:9.0:10.0:56.0:83.0:30.0:9.0:383.0:20.0:38.0:9.0:9.0:100.0:10.0:10.0,10.0:9.0:21.0:10.0:10.0:23.0:9.0:235.0:314.0:26.0:45.0:10.0:71.0:10.0:38.0:39.0:30.0:9.0:300.0:31.0:11.0:9.0:9.0:100.0:10.0:10.0
910,911,22,女,重,10:911:810:962:212:512:646:799:682:1061:92:475:115:7:185:620:94:108:96:470:882,24.0:50.0:10.0:57.0:354.0:168.0:38.0:10.0:49.0:18.0:24.0:9.0:57.0:90.0:27.0:9.0:94.0:10.0:10.0:176.0:300.0,28.0:50.0:10.0:65.0:352.0:112.0:15.0:10.0:51.0:10.0:28.0:87.0:10.0:94.0:147.0:10.0:11.0:11.0:81.0:70.0:300.0
911,912,45,女,重,901:822:954:117:929:733:142:231:8:909:880:809:900:2:921:620:908:446:621:1022:629:565:287:256:104,39.0:10.0:40.0:9.0:10.0:10.0:9.0:257.0:77.0:30.0:63.0:38.0:194.0:72.0:10.0:9.0:10.0:10.0:9.0:10.0:9.0:340.0:155.0:22.0:100.0,44.0:10.0:34.0:9.0:10.0:10.0:9.0:257.0:87.0:30.0:55.0:32.0:199.0:61.0:10.0:9.0:10.0:10.0:9.0:10.0:9.0:340.0:155.0:22.0:99.0
912,913,31,男,轻,47:932:63:347:301:667:203:713:929:450:551:95:109:828:658:651:909:876:150,84.0:39.0:66.0:134.0:230.0:12.0:17.0:10.0:10.0:62.0:228.0:31.0:69.0:38.0:9.0:10.0:50.0:186.0:15.0,48.0:17.0:101.0:270.0:10.0:12.0:123.0:15.0:23.0:273.0:10.0:49.0:50.0:13.0:9.0:10.0:39.0:235.0:15.0
913,914,35,男,重,98:620:685:810:97:885:481:115:450:870:112:135:901:563:29:2:929:937:287:923,9.0:9.0:15.0:25.0:103.0:54.0:10.0:9.0:206.0:54.0:9.0:9.0:194.0:133.0:22.0:117.0:54.0:10.0:300.0:39.0,90.0:9.0:16.0:25.0:9.0:83.0:331.0:9.0:10.0:43.0:9.0:9.0:176.0:10.0:11.0:137.0:30.0:11.0:446.0:40.0
914,915,31,女,中,349:463:11:120:25:670:620:667:695:158:1:924:908:931:833:810:107:877,391.0:231.0:56.0:10.0:32.0:9.0:15.0:9.0:9.0:10.0:59.0:37.0:12.0:40.0:9.0:35.0:100.0:155.0,323.0:268.0:41.0:10.0:71.0:10.0:10.0:10.0:10.0:15.0:39.0:19.0:23.0:40.0:10.0:10.0:99.0:214.0
915,916,24,男,轻,158:189:914:908:909:683:874:1:628:323:684:119:620:793:977:931:445:466:95:94:811:828,51.0:223.0:31.0:84.0:9.0:23.0:300.0:140.0:45.0:152.0:9.0:9.0:46.0:14.0:10.0:64.0:60.0:227.0:69.0:32.0:15.0:82.0,9.0:435.0:31.0:10.0:10.0:10.0:300.0:151.0:9.0:19.0:35.0:9.0:9.0:10.0:13.0:27.0:151.0:114.0:90.0:9.0:10.0:10.0
916,917,31,男,中,95:108:927:221:818:18:809:883:1:640:622:908:126:885:598:689:463:271:868:626:447:162:22:668:921:94:131:931:977,70.0:21.0:64.0:282.0:9.0:93.0:9.0:206.0:30.0:9.0:9.0:46.0:9.0:94.0:10.0:9.0:173.0:214.0:45.0:91.0:167.0:56.0:30.0:8.0:9.0:11.0:9.0:47.0:40.0,82.0:10.0:30.0:109.0:10.0:128.0:10.0:42.0:11.0:9.0:9.0:10.0:9.0:257.0:67.0:10.0:237.0:191.0:10.0:9.0:46.0:9.0:11.0:35.0:10.0:10.0:9.0:25.0:22.0
917,918,20,女,轻,935:208:870:651:638:205:813:873:871:197:809:968:810:929:163:462:456:696:784:680:72:9:97:101:927,10.0:213.0:97.0:12.0:12.0:55.0:10.0:179.0:25.0:132.0:10.0:10.0:25.0:33.0:11.0:104.0:171.0:10.0:10.0:10.0:92.0:56.0:23.0:77.0:43.0,26.0:146.0:86.0:12.0:13.0:144.0:10.0:83.0:130.0:113.0:10.0:25.0:10.0:10.0:10.0:10.0:301.0:25.0:10.0:10.0:68.0:81.0:90.0:10.0:40.0
918,919,34,男,中,809:99:472:109:814:558:500:810:94:8:22:929:973:331:203:921:668:718:118:899:870:635,10.0:11.0:147.0:81.0:10.0:102.0:21.0:10.0:11.0:101.0:52.0:10.0:30.0:136.0:265.0:38.0:10.0:35.0:10.0:181.0:118.0:17.0,10.0:9.0:113.0:81.0:10.0:115.0:121.0:10.0:9.0:54.0:95.0:29.0:30.0:135.0:165.0:40.0:10.0:35.0:10.0:184.0:115.0:17.0
919,920,27,女,重,904:698:114:909:445:609:684:994:928:635:103:642:908:621:870:110:763:89:211:850:826,61.0:28.0:9.0:10.0:185.0:81.0:10.0:39.0:30.0:9.0:90.0:9.0:10.0:9.0:239.0:10.0:10.0:150.0:300.0:10.0:16.0,64.0:35.0:9.0:10.0:178.0:172.0:10.0:40.0:10.0:8.0:17.0:9.0:30.0:9.0:235.0:84.0:10.0:150.0:299.0:10.0:10.0
920,921,19,男,重,871:884:94:859:105:667:829:768:96:870:816:668:928:911:909:620:650:1043:954:3:33:113:182:256:557,11.0:205.0:81.0:9.0:11.0:9.0:32.0:9.0:11.0:82.0:9.0:94.0:9.0:9.0:72.0:71.0:9.0:9.0:68.0:26.0:126.0:9.0:9.0:383.0:350.0,10.0:83.0:10.0:10.0:10.0:10.0:10.0:10.0:81.0:206.0:10.0:25.0:30.0:10.0:10.0:9.0:9.0:36.0:30.0:17.0:132.0:9.0:9.0:460.0:295.0
921,922,36,男,轻,48:521:454:908:916:56:444:909:44:819:861:94:673:688:876:248:653:660:648:112:929,11.0:109.0:146.0:30.0:10.0:128.0:10.0:10.0:11.0:10.0:10.0:100.0:10.0:36.0:214.0:412.0:9.0:8.0:9.0:9.0:53.0,31.0:10.0:117.0:10.0:10.0:89.0:169.0:30.0:29.0:13.0:10.0:101.0:11.0:10.0:266.0:400.0:9.0:9.0:8.0:9.0:39.0
922,923,42,男,轻,871:1:521:141:243:809:193:852:8:583:457:813:330:178:113:633:624:652:94:908:674:960,299.0:71.0:196.0:9.0:177.0:20.0:186.0:10.0:48.0:10.0:119.0:10.0:66.0:9.0:9.0:9.0:9.0:76.0:133.0:50.0:30.0:58.0,300.0:69.0:260.0:9.0:133.0:12.0:205.0:10.0:79.0:10.0:75.0:10.0:61.0:9.0:9.0:9.0:9.0:9.0:100.0:50.0:42.0:40.0
923,924,18,男,轻,508:915:8:94:809:843:632:100:558:621:95:1:457:908:622:823:2:152:115:369:314:197:671:763:888:1057,123.0:34.0:51.0:20.0:27.0:10.0:9.0:59.0:50.0:9.0:20.0:44.0:83.0:10.0:9.0:14.0:53.0:9.0:9.0:87.0:306.0:10.0:10.0:10.0:300.0:75.0,123.0:37.0:51.0:21.0:27.0:10.0:10.0:60.0:50.0:9.0:21.0:45.0:83.0:10.0:9.0:14.0:54.0:9.0:9.0:87.0:306.0:10.0:10.0:10.0:300.0:75.0
924,925,30,女,轻,102:67:942:1027:929:698:178:671:164:817:446:466:94:578:672:825:95:821:636:622:323:185:908:875:874,10.0:143.0:10.0:28.0:10.0:10.0:9.0:10.0:9.0:10.0:50.0:10.0:10.0:253.0:20.0:10.0:87.0:15.0:9.0:9.0:156.0:247.0:45.0:210.0:90.0,10.0:149.0:15.0:9.0:15.0:10.0:9.0:10.0:9.0:10.0:50.0:10.0:10.0:253.0:20.0:10.0:80.0:15.0:9.0:9.0:156.0:247.0:40.0:210.0:90.0
925,926,41,女,重,922:903:245:487:207:961:129:114:822:627:837:620:21:622:97:113:871:868:872:689,39.0:144.0:332.0:350.0:72.0:55.0:9.0:9.0:10.0:67.0:18.0:13.0:146.0:8.0:103.0:9.0:43.0:12.0:113.0:35.0,39.0:139.0:346.0:350.0:54.0:40.0:9.0:9.0:10.0:9.0:30.0:9.0:150.0:8.0:101.0:9.0:89.0:10.0:73.0:10.0
926,927,42,男,重,957:6:930:463:646:446:861:633:75:111:661:1066:909:828:549:846:877:714:130:204,10.0:19.0:55.0:253.0:9.0:86.0:9.0:9.0:130.0:101.0:9.0:10.0:40.0:9.0:10.0:47.0:291.0:9.0:9.0:387.0,10.0:33.0:45.0:60.0:9.0:186.0:10.0:9.0:117.0:100.0:8.0:10.0:50.0:10.0:40.0:45.0:299.0:10.0:9.0:300.0
927,928,26,女,中,39:16:917:871:932:990:94:673:95:667:175:178:870:945:908:674:112:620:662:880:627:96:909:451:313:815,99.0:52.0:10.0:120.0:47.0:10.0:15.0:10.0:44.0:19.0:9.0:9.0:90.0:10.0:13.0:28.0:9.0:9.0:9.0:89.0:9.0:43.0:27.0:300.0:437.0:10.0,10.0:141.0:12.0:109.0:22.0:18.0:14.0:10.0:71.0:10.0:9.0:9.0:42.0:10.0:14.0:10.0:9.0:9.0:9.0:149.0:9.0:14.0:14.0:293.0:300.0:18.0
928,929,41,男,中,620:961:483:2:980:94:492:921:1003:678:870:871:519:133:129:905:151:336:834,9.0:10.0:241.0:101.0:10.0:146.0:10.0:42.0:33.0:22.0:206.0:57.0:30.0:9.0:9.0:38.0:9.0:300.0:33.0,9.0:31.0:165.0:150.0:10.0:100.0:73.0:39.0:18.0:25.0:188.0:102.0:10.0:9.0:9.0:11.0:9.0:298.0:15.0
929,930,34,女,轻,846:94:133:97:918:620:180:17:120:92:653:809:84:813:915:909:96:628:898:893:451:727:347:191:936:933,36.0:10.0:9.0:80.0:10.0:9.0:9.0:47.0:24.0:49.0:9.0:10.0:52.0:10.0:12.0:23.0:10.0:9.0:78.0:210.0:204.0:9.0:241.0:74.0:11.0:30.0,33.0:10.0:9.0:80.0:10.0:9.0:9.0:42.0:9.0:56.0:9.0:10.0:51.0:10.0:12.0:23.0:10.0:9.0:203.0:97.0:204.0:9.0:241.0:74.0:12.0:28.0
930,931,19,男,重,920:909:809:810:653:824:624:913:644:673:14:170:116:209:97:95:877:897:450:446:983,9.0:9.0:10.0:45.0:27.0:10.0:9.0:86.0:9.0:10.0:151.0:9.0:9.0:300.0:11.0:89.0:216.0:84.0:181.0:168.0:69.0,10.0:10.0:10.0:45.0:9.0:10.0:9.0:30.0:9.0:10.0:148.0:9.0:9.0:300.0:10.0:92.0:216.0:83.0:181.0:168.0:65.0
931,932,40,女,重,910:825:444:721:870:893:621:445:451:1040:951:103:145:840:105:98:892:164:620:959:120:4:348:220,50.0:10.0:90.0:55.0:74.0:95.0:36.0:48.0:210.0:55.0:10.0:10.0:9.0:10.0:102.0:10.0:132.0:9.0:9.0:10.0:77.0:128.0:211.0:144.0,50.0:10.0:10.0:53.0:59.0:228.0:9.0:230.0:110.0:52.0:12.0:10.0:9.0:10.0:10.0:80.0:14.0:9.0:9.0:10.0:9.0:150.0:338.0:162.0
932,933,18,女,中,454:879:445:916:444:949:53:937:908:1049:1:870:5:111:109:872:94:918:658:641:691:667:819:832:116:209:393,103.0:73.0:93.0:9.0:154.0:10.0:76.0:49.0:9.0:10.0:38.0:103.0:38.0:14.0:74.0:123.0:14.0:58.0:10.0:10.0:44.0:10.0:10.0:11.0:15.0:216.0:190.0,65.0:108.0:197.0:10.0:88.0:50.0:55.0:10.0:30.0:10.0:12.0:117.0:80.0:13.0:13.0:78.0:74.0:10.0:10.0:10.0:45.0:10.0:10.0:10.0:15.0:168.0:230.0
933,934,19,女,轻,559:610:31:452:19:667:961:48:688:937:696:1057:885:818:113:195:927:921:634:94,188.0:151.0:30.0:10.0:55.0:43.0:32.0:68.0:10.0:26.0:10.0:10.0:299.0:10.0:17.0:398.0:10.0:40.0:10.0:101.0,9.0:330.0:36.0:9.0:35.0:10.0:11.0:79.0:28.0:19.0:10.0:11.0:301.0:16.0:10.0:408.0:10.0:32.0:23.0:100.0
934,935,20,女,中,932:300:195:950:948:578:196:445:103:920:123:113:894:873:630:624:20:27:810:747,32.0:194.0:76.0:10.0:32.0:284.0:228.0:66.0:101.0:50.0:9.0:9.0:167.0:131.0:30.0:9.0:140.0:11.0:55.0:10.0,22.0:56.0:55.0:10.0:23.0:335.0:287.0:10.0:102.0:40.0:9.0:9.0:176.0:125.0:8.0:9.0:139.0:9.0:10.0:65.0
935,936,34,女,轻,884:1:94:199:195:98:36:671:667:880:120:64:924:912:125:879:111:164:931:930:816:810:646:623:466,226.0:39.0:47.0:252.0:139.0:13.0:75.0:10.0:10.0:40.0:9.0:39.0:10.0:40.0:9.0:36.0:41.0:9.0:10.0:43.0:10.0:34.0:9.0:9.0:260.0,218.0:39.0:47.0:252.0:139.0:13.0:75.0:10.0:10.0:33.0:9.0:39.0:10.0:40.0:9.0:46.0:41.0:9.0:10.0:32.0:10.0:26.0:9.0:9.0:260.0
936,937,43,女,中,672:913:620:632:628:497:811:810:908:809:489:601:667:697:911:210:307:201:99:103:130:61:2:991:959:904,25.0:30.0:9.0:8.0:9.0:10.0:10.0:10.0:10.0:10.0:94.0:211.0:10.0:10.0:10.0:10.0:350.0:125.0:84.0:16.0:9.0:67.0:84.0:36.0:10.0:152.0,25.0:30.0:9.0:9.0:9.0:10.0:10.0:10.0:10.0:10.0:24.0:211.0:10.0:10.0:10.0:10.0:221.0:125.0:89.0:12.0:8.0:77.0:74.0:31.0:10.0:298.0
937,938,24,女,重,735:929:74:195:746:646:916:809:4:738:94:108:645:911:908:142:95:453:450:890:887,10.0:55.0:74.0:400.0:10.0:10.0:9.0:38.0:75.0:10.0:80.0:10.0:10.0:30.0:10.0:14.0:10.0:341.0:10.0:78.0:220.0,10.0:42.0:81.0:400.0:10.0:10.0:10.0:36.0:70.0:10.0:80.0:10.0:10.0:30.0:10.0:14.0:10.0:340.0:10.0:77.0:221.0
938,939,23,女,重,630:1:112:633:120:178:18:63:99:108:510:918:936:962:668:881:880:868:816:294,9.0:71.0:9.0:9.0:9.0:9.0:40.0:40.0:11.0:91.0:275.0:50.0:10.0:46.0:10.0:257.0:43.0:43.0:10.0:300.0,9.0:13.0:9.0:9.0:9.0:9.0:32.0:104.0:35.0:64.0:266.0:40.0:11.0:32.0:17.0:240.0:59.0:12.0:12.0:300.0
939,940,44,女,中,991:106:667:34:943:94:102:876:809:871:870:818:668:829:670:1:6:925:120:191:189:620:653:472:445,30.0:35.0:10.0:80.0:10.0:32.0:32.0:112.0:10.0:72.0:116.0:10.0:10.0:25.0:10.0:48.0:20.0:50.0:15.0:261.0:114.0:10.0:10.0:190.0:160.0,18.0:80.0:25.0:101.0:22.0:10.0:10.0:50.0:10.0:101.0:148.0:10.0:10.0:10.0:10.0:36.0:12.0:49.0:10.0:168.0:240.0:10.0:15.0:317.0:33.0
940,941,35,女,重,689:135:1:917:895:639:890:701:94:2:870:185:187:96:813:815:952:463,45.0:18.0:22.0:40.0:59.0:16.0:77.0:10.0:9.0:129.0:164.0:374.0:23.0:91.0:10.0:10.0:63.0:350.0,10.0:25.0:11.0:39.0:108.0:10.0:20.0:10.0:11.0:140.0:171.0:263.0:109.0:92.0:10.0:45.0:65.0:211.0
